name,line
Eri,"Well, there was this girl, Shiki--"
Shiki,!? Neku... I have to go!
Neku,Hey! Just...wait!
Shiki,I'm... I'm sorry. I didn't want to hear Eri talk about me. I was 
Neku,......
Shiki,"Eri told me something before I died. ""You're not meant to be a"
Neku,"Oh, would you cut the crap? Who ARE you?"
Shiki,Huh?
Neku,You're you. You're not Eri. You'll never be Eri. You'll only ever be 
Shiki,But she's so much better--
Neku,"Forget her! You need to live your own life. If she can do it, so can "
Shiki,...... Neku--
Neku,You're lucky you're jealous. It gives you something to shoot for. So...
Shiki,"...... You're right. Thanks, Neku."
Neku,It's time. The commercial's about to air.
Makoto,Sooo nervous... Will people watch?
Shiki,Neku...
Neku,Don't worry. They'll watch.
1,Hey! Up there!
2,That pin. Who designed it? It looks like--
3,"Hey, cool graphic."
4,I never wear pins. But this one...
5,Where can I buy it?
Shooter,"Hey, man, look what I got."
Yammer,"You HAVE one? Aw, lucky..."
Eri,"Oh, I know that pin!"
Mina,"Ha ha. You would, Eri. Wish I had one..."
Shiki,"Eri... ...... Neku, can I have a minute? I want to go stand by her."
Neku,"Hey, you're off the clock."
Shiki,...Thanks!
Mina,"Eri, you shouldn't give up design."
Eri,"I told you. This girl, Shiki-- I'm nothing without her."
Shiki,Huh?
Mina,"Yeah, you said that. What, did you two have a fight?"
Eri,A fight? I wish. Shiki died. In an accident the other day.
Mina,Oh... I'm so sorry.
Eri,No one else could ever make my outfits. Shiki gave them life. Made them
Mina,You must have trusted her a lot.
Eri,I did! She was an amazing person. She cared about people-- and always
Mina,"The way you talk about her, she must have been something."
Eri,...... The day before her accident... I said something I'll always 
Mina,What?
Eri,She was upset 'cause she couldn't come up with a good design. I wanted 
Shiki,...... I had no idea. I never knew she felt that way about me.
Neku,Guess you two both need each other.
Shiki,Neku... You think I'm OK the way I am?
Neku,"Hey, Shibuya's got room for all types. Who else is gonna make stuffed"
Shiki,He's a cat! Heh heh... Neku... I want to see Eri again. So we can be a
Neku,All right. Then whatever it takes... Let's win... Let's live. Just one
Megumi,We're on schedule.
Higashizawa,"Yes, sir! Three Players remain. Tomorrow I shall ice them"
Megumi,"I look forward to it. See this week's Game through to its conclusion,"
Higashizawa,"As your proxy, sir, I promise you I will not fail."
Megumi,"You know, enough with this ""proxy"" business. Too formal. I hereby "
Higashizawa,Sir! You are far too kind! I will check in again after 
Beat,"Why? Why can't I use you? Yo, there's gotta be a way. ...... THEY know."
H,"Well, time to get cracking. I just hope they can pull it off. ......"
Day,Superiority/Inferiority. Chapter Closed]
Shiki,This is it... Day 7.
Neku,Yup. Today we win this.
Neku,! There it is!
Shiki,The last mission.
Neku,"""The Game Master awaits you on the freeway. Defeat him. You have 600"
Shiki,"Oww! The Game Master is that big Reaper, right?"
Neku,We need to pay him back for Rhyme.
Shiki,Yeah... C'mon. We've got a Game to win. For Beat... and for us!
Neku,! Who could be calling us now?
Shiki,Think it's the Reapers?
Neku,Hello? Dead kid speaking.
H,Phones! That you?
Neku,Mr. Hanekoma?
H,"Listen! Beat, he... he's gone!"
Neku,Gone!? You don't mean...
H,"No, no...Not erased. ...Not yet."
Neku,What's that supposed to mean?
H,"Look, he musta left the café while I was out."
Neku,He left? Why!?
H,"I dunno why. Look, enough questions. You gotta hurry! That kid ain't "
Neku,Son of a--
H,"Hey, hey, have a little faith. You're almost there! Just put an end to"
Neku,"Right, got it."
Shiki,"Neku, what's going on? Is Beat in trouble?"
Neku,Yeah... But we can save him if we end the Game in time.
Shiki,Then let's move it!
Neku,(That meathead! Has he lost his mind!? Why couldn't he just stay with 
Shiki,Neku! Let's got over to the freeway! It's not far from the station
Neku,Let's book it to the freeway.
Shiki,OK. It's past Hachiko!
Reaper,...... Want past this wall? Then fight through a three-reduction 
Neku,"Three rounds, huh? Ready to chain some battles?"
Shiki,Whenever you are!
Neku,There! That makes three.
Shiki,Let's clear the wall and head for the freeway!
Reaper,...... Objective met. Wall clear! [wall goes down]
Neku,Clear!
Shiki,"Go, go, go!"
Shiki,The freeway's just ahead. Through the underpass!
Reaper,Six days you're still kickin'. I'm impressed.
Neku,A Reaper...
Shiki,"Hey, clear the road! We're in a hurry!"
Reaper,"Oh, I'll clear the road-- of YOU, that is."
Reaper,Hey hey... Don't run off.
Neku,!?
Reaper,"Where's the love, guys?"
Neku,A Reaper...
Shiki,Move! We're in a hurry!
Reaper,Six days you're still kickin'. I'm impressed.
Shiki,I said MOVE!
Reaper,"Aww, sorry. No dice. It's a race to erase, and I aim to"
Neku,Dammit...That cost us time.
Shiki,I hope Beat's OK.
Neku,Worrying won't save him. C'mon. We're still in this.
Shiki,Right! Let's shut their Game down!
Uzuki,"Bleh. Day 7 is such a yawn. Not enough Players left, you know?"
Kariya,See? This is why I pace myself. Work too hard and you run out of 
Uzuki,Yeah... We did rack up a ton of points this week.
Kariya,"And on the seventh day... we rest. The first day of many days off, I"
Beat,Yo...
Uzuki,! Who's there? ...You!?
Beat,......
Uzuki,We toasted your partner-- you should be smoke by now!
Kariya,Make another pact?
Beat,......
Uzuki,"So, like, what? You thirsty for revenge?"
Beat,No!
Uzuki,...Huh? Then what do you want?
Beat,...... Answers. Tell me what I need to know!
Uzuki,You do realize... you're in no position to make demands?
Beat,......
Uzuki,I could erase you with my little finger.
Beat,......
Kariya,"Aight, Skulls... You ask. Maybe we'll answer."
Uzuki,Hey... Kariya!!!
Beat,What does it take? How do you Reapers do it!?
Neku,Game Master's just ahead...
Shiki,"Finally...the end is in sight. It's been crazy, huh? Our time in the "
Neku,"...... The best is still ahead. Once we win, and come back to life."
Shiki,Yeah! Neku... Thanks for these last seven days. You're pretty good at
Neku,"Pfft... Save it for when we win, OK? ...Ready for the big boss?"
Shiki,"You know it. Hey, if we make it through this... let's meet up in the "
Neku,I'll...think it over.
Shiki,Heh heh. OK. Let's finish this!
Higashizawa,You're late. A shame I had to set the table before cooking the
Shiki,We're not on the menu. You are!
Higashizawa,"Ah, hello there, young lady. I've been waiting for this day. !?"
Shiki,Lost your appetite?
Higashizawa,But...you were green with envy! Begrudging to a light golden
Shiki,That's right. I was jealous. That's how lucky I am! It takes an 
Neku,You tell him!
Shiki,"I swear I'm getting my life back! Eri's waiting in the RG, and you..."
Higashizawa,"...... You're gone stale, young lady. But no matter. A true chef"
Higashizawa,...... In...indigestible! I lost? Well done... young lady...
Neku,Game over.
Shiki,That's it?
Neku,We did it! We won!
Shiki,Woo-hoo! Now we'll come back to life!
Shiki,!? Wh-what's going on?
Neku,!? Shiki?
Shiki,Huh? I don't think this light is bad.
Neku,Yeah... Feels almost like a...pat on the back.
Shiki,"A warm welcome back to the world of living! And you said ""Shiki""!"
Neku,"Oh, really?"
Shiki,Neku? See you on the other side. You know the meeting place. Hachiko!
Neku,Heh. It's a date.
Neku,"Why... Why, why, why..."
Neku,...... WHYYYYYY!
Day,Wakeless Dream. Chapter Closed]
Neku,The scramble crossing... He expects me to just start over? (What the 
I,"x=30+74 ""t=60 min."
Neku,Nngh!
Neku,There's the timer... The mission format's different. X=30+74... They're
Kariya,"Ugh. It's like a sick joke. They expect us to work this week, too?"
Uzuki,"Oh, suck it up! Don't you want the extra points? Though it is a little"
Kariya,"Not quite a first. Been a while, though. You prob'ly weren't here,"
Uzuki,"Spring chicken? Been here two years, and I'm a spring chicken? Just "
Kariya,Meh. Details!
Uzuki,Uh-huh. Anyway. What do you suppose the GM is--
Uzuki,!
Uzuki,Yashiro here. ...... What!? You want us to WHAT!? 
Uzuki,Graaah!
Kariya,"Easy, girl! What's the deal?"
Uzuki,Standby! We're just supposed to sit here! This is an insult!
Kariya,Take it down a notch before you pop a blood vessel. I don't see a
Uzuki,Ugh! This is why I hate the way he runs things!
Kariya,Really? I kinda like it.
Uzuki,"What's to like!? It's one big, cryptic mess! It pisses me off!"
Kariya,He can't help it. I'm sure he's worked out some crazy plan-- 
Neku,(Come on... There has to be someone! I need this... I have to win! 
Neku,A pact? With who!?
Joshua,Howdy.
Neku,(Who the--)
Joshua,The name's Yoshiya Kiryu. But Mother and Father call me Joshua.
Neku,(Please don't tell me...)
Joshua,"I guess you can call me Joshua, too-- seeing as how you're my dear,"
Neku,Your what!? (This pipsqueak is my new partner!?)
Joshua,"You seem like such a pro at this, I just... helped myself."
Neku,A pro? How could you know that?
Joshua,"I've been watching you, silly. Very impressive by the way."
Neku,"(Huh? Was he a Player last time, too? But wait... No, there was nobody"
Joshua,"Today's the first day and all... Let's just take it easy, hmm? Why"
Neku,F-fine. (Something about him just...grates.)
Joshua,What's wrong? Don't tell me you've forgotten how to scan?
Neku,"Look, I... I know, OK? (Ugh! Smug little...)"
Joshua,Going somewhere? Step one is to collect some info. Give the
Neku,"Uhhh, no? I know what I'm doing, all right?"
Joshua,Hee hee... Then what's the holdup?
Neku,"(Obnoxious little... Scan your damn self, if you're in such a"
Neku,(Nngh! ...What? What did I just see? That place looked like... the
Joshua,Something wrong? Are we not feeling well?
Neku,"(Wait, did I... did I just scan him? )"
Joshua,Is this going to be a problem? I need you to pull it together. Unlike
Neku,...I'll be fine.
Joshua,Will you? Wonderful. Then can we go?
Neku,(Something's weird here... How was I able to scan him? He's a Player.)
Joshua,"Hmm? What's the holdup, Neku?"
Neku,It's nothing.
Joshua,Don't tell me you're still stuck on the mission mail. Please. It's
Neku,......
Joshua,"X marks the spot. 30+74, Neku. We're headed to 104. If you ever find"
Neku,(I'm going to choke this kid.)
Joshua,"Oh! I can't say I'm particularly interested, but... I'll go ahead and"
Neku,...... Neku.
Joshua,"Neku, hmm? Hee hee... Charming."
Neku,(Gaaah!)
Joshua,"Well then, Neku. Shall we?"
Joshua,"Is there a problem, Neku? Forget where we're going already?"
Neku,"I remember! 104, geez."
Joshua,"Hee hee. Then let's go, hmm?"
Reaper,Want to clear this wall? Then take down these Noise!
Neku,Another wall...
Joshua,So we need to clear out a few Noise to get by. All right. What better
Neku,(He has to be doing this on purpose...)
Joshua,"Put simply, I play things high or low."
Neku,High or low?
Joshua,You should be able to pick it up on the fly. Ready for a little
Joshua,All right. That's fine. We'll wait until you're ready to 
Joshua,"Then let's begin, hmm?"
Joshua,Well? Get the basic gist of it? Care to give it another go?
Joshua,Hee hee... If you insist.
Joshua,"We're in this together from now on. You watch my behind, I'll watch"
Neku,......
Reaper,Objective met. Wall clear!
Neku,Timer's gone... We're safe. That's one day down...
Joshua,! Neku... What do you suppose that is?
Neku,What the hell? That junk heap wasn't here before!
Minamimoto,You're zetta slow!
Neku,What!? Who said that?
Joshua,Don't look at me. Look at your junk heap there.
Neku,There's somebody up there?
Minamimoto,"I said, you're zetta slow! How long does it take to crack a Z-"
Neku,Hecto-what?
Neku,Nngh! My...head!
Minamimoto,Sho Minamimoto. Remember the name. I'm the new Game Master.
Neku,Then you're a Reaper.
Minamimoto,! Wait. You... You're a Player this time around?
Neku,"Nngh, who... me?"
Minamimoto,Hmph. Now that's a happy miscalculation. This brings me one
Neku,Solution? ...Nngh! What are you talking about?
Joshua,"Hee hee... Day 1, and the GM's already putting in an appearance? Not"
Minamimoto,Tradition? Tradition is garbage! CRUNCH! I'll add it to the heap!
Joshua,I'd hear you were quite the eccentric...
Minamimoto,"Some Old Horses Can Always Hear Their Owner Approach. Now, time "
Joshua,Pray tell.
Minamimoto,One yoctogram!
Neku,Yoctogram?
Joshua,Nice. That puts us on the atomic level?
Minamimoto,Precisely! You 000s have no value here. So! Now that I have you
Joshua,"Whew... Well, so much for Day 1."
Neku,(That Reaper knew me... How?)
Joshua,"Rather fascinating, wasn't he?"
Neku,Uhh...
Joshua,"At least we won't be too bored this week, hmm?"
Neku,"(This kid, too... There's something seriously not right about him.)"
Joshua,I wonder what the little math fetishist will think up for tomorrow.
Neku,"(Hmph. He's shady... Still, ""trust your partner,"" right? I need him if"
Joshua,"Well, the two of us should be able to cruise right through this week-"
Neku,"(Ugh, I'll never get used to this! But I'll deal with the devil if "
Day,Rulez. Chapter Closed]
Reaper,Nope. No luck. This one's not opening either.
Kariya,"Well, thanks anyway. You're dismissed. He's sealed off Route 1... "
Uzuki,"Hey, Kariya!"
Kariya,Any luck?
Uzuki,"Routes 2, 5, and 6 are all sealed."
Kariya,"Gotta hand it to him, the guy works fast."
Uzuki,He could have told us what areas are open. What the hell is he 
Kariya,"Naw, it's nice to see the boss do the legwork. I say we kick back and"
Uzuki,Well I say this is a work week. It would be nice to actually work! The
Kariya,I sure hope it's your mouth.
Uzuki,Hmm... Maybe I should just hop over to the RG. Use this baby to 
Kariya,"Whoa there, cowgirl. Reapers whackin' folks in the RG is a no-no."
Uzuki,Don't be stupid. I'm joking! ...Mostly. I'm just saying we may be 
Kariya,"You keep talking about work, work, work. It's-- ...... Impossible!"
Uzuki,"Exactly! We can't go on like this. I'm THIS close to a promotion, but"
Kariya,Uzuki! Look out!!!
Neku,Nngh... Where...? (Back at the scramble crossing... Where's that other
Joshua,Are we still on track with the goods? What? You already got them in!?
Neku,"(Oh, he's on the phone. ! Wait a minute... How did he place a call!? "
Joshua,The scramble... Which areas? ...Sealed? In that case... ...and the 
Neku,"(Wait, is he reporting in to the Reapers? Definitely shady... I can't"
Neku,(You're not supposed to be able to scan other Players. But
Joshua,"Right. I know, I know..."
Neku,"(Who is he talking to, and about what? ...... This calls for "
Neku,"(As much as I'd love to ditch his ass, I can't clear the"
Joshua,"Right... Exactly, so..."
Neku,"(I need to trust him, but... Ugh, how? Something's not right"
Neku,Huff...huff... That was... me? Why was I passed out in Udagawa? 
Neku,! The mission!
Joshua,"Hmm? Was that the mission, Neku?"
Neku,"What? Oh... Yeah. (For now, I can only watch and wait.) The mission "
Joshua,"Say, Neku. I have a little proposal."
Neku,...What?
Joshua,Let's play hooky today. Forget about the mission.
